,Planned_Duration,Planned_Cost,Planned_Deliverables,Actual_Duration,Actual_Cost,Actual_Deliverables,Projet IT,Projet Marketing,Phase 1,Phase 2,Phase 3,Phase 4,Phase A,Phase B,Phase C,Phase D,Phase E,Phase F,Start_Month_cos,Start_Month_sin
85,21,2800,8,40,18700,8,1,0,0,0,0,0,0,0,0,1,0,0,0.8660254037844384,-0.5000000000000004
86,118,32000,13,140,41900,12,1,0,0,0,0,0,0,0,0,0,1,0,0.8660254037844387,0.49999999999999994
87,143,1400,19,144,1900,19,1,0,0,0,0,0,0,0,0,0,0,1,-0.8660254037844387,0.49999999999999994
88,140,100000,26,97,101000,26,0,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0
89,174,200000,13,67,183900,12,0,1,0,1,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
90,110,300000,28,147,311000,25,0,1,0,0,1,0,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994
91,72,900000,12,61,886200,12,0,1,0,0,0,1,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386
92,33,700,21,65,900,20,1,0,0,0,0,0,1,0,0,0,0,0,6.123233995736766e-17,1.0
93,73,16100,24,103,19400,24,1,0,0,0,0,0,0,1,0,0,0,0,-0.8660254037844387,0.49999999999999994
94,187,21000,13,147,23600,11,1,0,0,0,0,0,0,0,1,0,0,0,-1.8369701987210297e-16,-1.0
95,153,5600,25,77,17200,22,1,0,0,0,0,0,0,0,0,1,0,0,0.8660254037844387,0.49999999999999994
96,36,73000,4,36,51100,3,1,0,0,0,0,0,0,0,0,0,1,0,-0.4999999999999998,0.8660254037844387
97,183,2800,30,159,3100,26,1,0,0,0,0,0,0,0,0,0,0,1,-0.5000000000000004,-0.8660254037844384
98,11,50000,22,8,45200,20,0,1,1,0,0,0,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386
99,134,100000,4,153,88100,3,0,1,0,1,0,0,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994
100,148,150000,3,144,128000,3,0,1,0,0,1,0,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386
101,148,450000,22,104,438400,19,0,1,0,0,0,1,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386
102,18,400,6,28,400,6,1,0,0,0,0,0,1,0,0,0,0,0,0.5000000000000001,0.8660254037844386
103,42,8100,5,32,12800,5,1,0,0,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387
104,42,10500,26,38,9400,25,1,0,0,0,0,0,0,0,1,0,0,0,-0.8660254037844387,0.49999999999999994
105,121,2800,14,129,13700,13,1,0,0,0,0,0,0,0,0,1,0,0,0.5000000000000001,-0.8660254037844386
106,85,59000,30,124,47100,29,1,0,0,0,0,0,0,0,0,0,1,0,0.5000000000000001,0.8660254037844386
107,7,1400,11,15,1300,9,1,0,0,0,0,0,0,0,0,0,0,1,-1.0,1.2246467991473532e-16
108,19,50000,7,12,61600,6,0,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0
109,110,100000,11,75,119100,10,0,1,0,1,0,0,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994
110,137,150000,32,92,176400,32,0,1,0,0,1,0,0,0,0,0,0,0,-0.8660254037844388,-0.4999999999999997
111,119,450000,8,78,573600,7,0,1,0,0,0,1,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386
112,177,400,14,85,400,12,1,0,0,0,0,0,1,0,0,0,0,0,0.5000000000000001,0.8660254037844386
113,30,8100,10,58,13100,10,1,0,0,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387
114,80,10500,17,59,12100,16,1,0,0,0,0,0,0,0,1,0,0,0,0.5000000000000001,-0.8660254037844386
115,169,2800,8,175,18300,8,1,0,0,0,0,0,0,0,0,1,0,0,6.123233995736766e-17,1.0
116,94,43000,29,128,23500,28,1,0,0,0,0,0,0,0,0,0,1,0,-0.5000000000000004,-0.8660254037844384
117,151,1400,29,146,1500,27,1,0,0,0,0,0,0,0,0,0,0,1,-1.8369701987210297e-16,-1.0
118,77,400,13,96,400,12,1,0,0,0,0,0,1,0,0,0,0,0,6.123233995736766e-17,1.0
119,45,8100,24,33,8400,20,1,0,0,0,0,0,0,1,0,0,0,0,-1.0,1.2246467991473532e-16
120,191,10500,7,164,11900,6,1,0,0,0,0,0,0,0,1,0,0,0,0.8660254037844384,-0.5000000000000004
121,102,2800,30,113,14900,26,1,0,0,0,0,0,0,0,0,1,0,0,-0.4999999999999998,0.8660254037844387
122,127,42000,17,139,21600,15,1,0,0,0,0,0,0,0,0,0,1,0,-0.5000000000000004,-0.8660254037844384
123,126,1400,16,125,1300,14,1,0,0,0,0,0,0,0,0,0,0,1,-1.8369701987210297e-16,-1.0
124,186,100000,29,200,97000,27,0,1,1,0,0,0,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386
125,115,200000,24,155,201100,21,0,1,0,1,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
126,184,300000,17,110,302400,16,0,1,0,0,1,0,0,0,0,0,0,0,-0.5000000000000004,-0.8660254037844384
127,145,900000,21,144,896500,18,0,1,0,0,0,1,0,0,0,0,0,0,0.8660254037844384,-0.5000000000000004
128,122,700,27,130,800,24,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
129,65,16100,8,49,18000,8,1,0,0,0,0,0,0,1,0,0,0,0,0.8660254037844387,0.49999999999999994
130,109,21000,23,144,23200,22,1,0,0,0,0,0,0,0,1,0,0,0,-1.0,1.2246467991473532e-16
131,1,5600,2,6,19900,2,1,0,0,0,0,0,0,0,0,1,0,0,-1.0,1.2246467991473532e-16
132,99,47000,12,67,43600,12,1,0,0,0,0,0,0,0,0,0,1,0,-1.0,1.2246467991473532e-16
133,82,2800,27,99,2800,25,1,0,0,0,0,0,0,0,0,0,0,1,-0.5000000000000004,-0.8660254037844384
134,53,100000,29,84,124400,28,0,1,1,0,0,0,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
135,89,200000,32,100,236300,28,0,1,0,1,0,0,0,0,0,0,0,0,-1.0,1.2246467991473532e-16
136,74,300000,23,40,363000,20,0,1,0,0,1,0,0,0,0,0,0,0,-0.8660254037844388,-0.4999999999999997
137,140,900000,6,48,1012300,6,0,1,0,0,0,1,0,0,0,0,0,0,-0.8660254037844388,-0.4999999999999997
138,18,700,5,31,1000,4,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
139,94,16100,6,113,21000,5,1,0,0,0,0,0,0,1,0,0,0,0,0.5000000000000001,0.8660254037844386
140,151,21000,7,77,25800,7,1,0,0,0,0,0,0,0,1,0,0,0,0.5000000000000001,0.8660254037844386
141,106,5600,15,57,17900,14,1,0,0,0,0,0,0,0,0,1,0,0,-0.4999999999999998,0.8660254037844387
142,31,54000,18,50,44100,17,1,0,0,0,0,0,0,0,0,0,1,0,-1.0,1.2246467991473532e-16
143,31,2800,12,36,3400,11,1,0,0,0,0,0,0,0,0,0,0,1,-1.8369701987210297e-16,-1.0
144,48,100000,28,66,103500,25,0,1,1,0,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
145,179,200000,5,68,209700,4,0,1,0,1,0,0,0,0,0,0,0,0,-1.0,1.2246467991473532e-16
146,7,300000,10,6,302200,10,0,1,0,0,1,0,0,0,0,0,0,0,-1.8369701987210297e-16,-1.0
147,79,900000,18,135,887300,17,0,1,0,0,0,1,0,0,0,0,0,0,0.8660254037844384,-0.5000000000000004
148,76,100000,31,95,107000,27,0,1,1,0,0,0,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
149,28,200000,3,45,230600,3,0,1,0,1,0,0,0,0,0,0,0,0,-1.8369701987210297e-16,-1.0
150,128,300000,27,112,317600,23,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0.0
151,3,900000,6,1,938200,6,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0.0
152,60,700,19,28,800,17,1,0,0,0,0,0,1,0,0,0,0,0,0.5000000000000001,0.8660254037844386
153,4,16100,7,12,17800,9,1,0,0,0,0,0,0,1,0,0,0,0,6.123233995736766e-17,1.0
154,153,21000,17,143,23500,14,1,0,0,0,0,0,0,0,1,0,0,0,-0.8660254037844388,-0.4999999999999997
155,85,5600,15,129,24500,15,1,0,0,0,0,0,0,0,0,1,0,0,0.8660254037844384,-0.5000000000000004
156,176,32000,10,138,50900,9,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0
157,104,2800,15,121,3200,13,1,0,0,0,0,0,0,0,0,0,0,1,0.5000000000000001,0.8660254037844386
158,158,50000,12,62,63500,11,0,1,1,0,0,0,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
159,136,100000,25,56,131500,23,0,1,0,1,0,0,0,0,0,0,0,0,-1.0,1.2246467991473532e-16
160,121,150000,19,40,175700,19,0,1,0,0,1,0,0,0,0,0,0,0,-0.5000000000000004,-0.8660254037844384
161,129,450000,10,118,574100,9,0,1,0,0,0,1,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386
162,63,400,4,71,400,3,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
163,16,8100,25,12,11200,23,1,0,0,0,0,0,0,1,0,0,0,0,0.5000000000000001,0.8660254037844386
164,198,10500,24,124,13500,23,1,0,0,0,0,0,0,0,1,0,0,0,-0.8660254037844388,-0.4999999999999997
165,176,2800,28,119,18600,27,1,0,0,0,0,0,0,0,0,1,0,0,-0.8660254037844388,-0.4999999999999997
166,166,67000,23,165,55500,21,1,0,0,0,0,0,0,0,0,0,1,0,0.8660254037844384,-0.5000000000000004
167,193,1400,27,105,1800,23,1,0,0,0,0,0,0,0,0,0,0,1,-0.8660254037844387,0.49999999999999994
168,112,200,4,83,200,4,1,0,0,0,0,0,1,0,0,0,0,0,0.5000000000000001,0.8660254037844386
169,50,5400,13,19,5100,12,1,0,0,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387
170,96,7000,14,116,6500,9,1,0,0,0,0,0,0,0,1,0,0,0,-0.5000000000000004,-0.8660254037844384
171,79,1900,17,101,20400,17,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0
172,183,69000,16,178,31900,11,1,0,0,0,0,0,0,0,0,0,1,0,-0.8660254037844387,0.49999999999999994
173,148,900,15,152,900,14,1,0,0,0,0,0,0,0,0,0,0,1,0.8660254037844384,-0.5000000000000004
174,191,50000,9,150,60500,9,0,1,1,0,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
175,131,100000,31,122,122000,29,0,1,0,1,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
176,1,150000,1,14,174700,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
177,136,450000,20,55,574300,20,0,1,0,0,0,1,0,0,0,0,0,0,-0.5000000000000004,-0.8660254037844384
178,104,400,14,107,400,12,1,0,0,0,0,0,1,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
179,173,8100,27,123,9500,25,1,0,0,0,0,0,0,1,0,0,0,0,-0.5000000000000004,-0.8660254037844384
180,8,10500,10,8,12000,9,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0
181,14,2800,10,26,16400,10,1,0,0,0,0,0,0,0,0,1,0,0,6.123233995736766e-17,1.0
182,29,25000,25,53,33200,25,1,0,0,0,0,0,0,0,0,0,1,0,-0.4999999999999998,0.8660254037844387
183,114,1400,19,161,1600,17,1,0,0,0,0,0,0,0,0,0,0,1,-1.8369701987210297e-16,-1.0
184,66,100000,24,27,101200,21,0,1,1,0,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
185,110,200000,27,90,207200,26,0,1,0,1,0,0,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
186,178,300000,11,119,349800,10,0,1,0,0,1,0,0,0,0,0,0,0,-0.8660254037844388,-0.4999999999999997
187,167,900000,32,133,959700,32,0,1,0,0,0,1,0,0,0,0,0,0,-0.8660254037844388,-0.4999999999999997
188,20,700,21,13,900,20,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
189,160,16100,13,57,21600,11,1,0,0,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387
190,79,21000,30,60,25400,27,1,0,0,0,0,0,0,0,1,0,0,0,-1.0,1.2246467991473532e-16
191,129,5600,24,148,28500,20,1,0,0,0,0,0,0,0,0,1,0,0,0.8660254037844384,-0.5000000000000004
192,135,44000,18,140,27800,16,1,0,0,0,0,0,0,0,0,0,1,0,-0.4999999999999998,0.8660254037844387
193,195,2800,29,93,3700,26,1,0,0,0,0,0,0,0,0,0,0,1,-0.5000000000000004,-0.8660254037844384
194,10,50000,17,12,66600,16,0,1,1,0,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
195,60,100000,19,17,128000,18,0,1,0,1,0,0,0,0,0,0,0,0,-0.8660254037844388,-0.4999999999999997
196,184,150000,31,106,204600,31,0,1,0,0,1,0,0,0,0,0,0,0,0.8660254037844387,0.49999999999999994
197,200,450000,7,90,609900,6,0,1,0,0,0,1,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994
198,14,400,32,7,400,32,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
199,69,8100,17,35,8700,16,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0
200,144,10500,16,63,11100,14,1,0,0,0,0,0,0,0,1,0,0,0,0.8660254037844387,0.49999999999999994
201,140,2800,24,96,17700,23,1,0,0,0,0,0,0,0,0,1,0,0,6.123233995736766e-17,1.0
202,135,75000,27,131,52300,26,1,0,0,0,0,0,0,0,0,0,1,0,-1.0,1.2246467991473532e-16
203,79,1400,7,89,1600,6,1,0,0,0,0,0,0,0,0,0,0,1,-0.5000000000000004,-0.8660254037844384
204,62,50000,19,57,59000,18,0,1,1,0,0,0,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
205,158,100000,7,183,119100,6,0,1,0,1,0,0,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994
206,68,150000,13,89,192600,12,0,1,0,0,1,0,0,0,0,0,0,0,-1.0,1.2246467991473532e-16
207,30,450000,4,58,521500,4,0,1,0,0,0,1,0,0,0,0,0,0,-1.8369701987210297e-16,-1.0
208,141,400,4,159,300,4,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
209,164,8100,13,128,7900,13,1,0,0,0,0,0,0,1,0,0,0,0,-1.0,1.2246467991473532e-16
210,70,10500,10,54,10100,9,1,0,0,0,0,0,0,0,1,0,0,0,-1.0,1.2246467991473532e-16
211,132,2800,4,66,18400,4,1,0,0,0,0,0,0,0,0,1,0,0,-0.5000000000000004,-0.8660254037844384
212,92,36000,3,120,22000,3,1,0,0,0,0,0,0,0,0,0,1,0,0.5000000000000001,-0.8660254037844386
213,109,1400,22,71,1400,20,1,0,0,0,0,0,0,0,0,0,0,1,0.5000000000000001,0.8660254037844386
214,165,100000,20,112,98500,20,0,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0
215,182,200000,11,126,215700,11,0,1,0,1,0,0,0,0,0,0,0,0,0.8660254037844387,0.49999999999999994
216,17,300000,8,30,320800,7,0,1,0,0,1,0,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386
217,149,900000,23,141,901800,23,0,1,0,0,0,1,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386
218,54,200,7,46,200,6,1,0,0,0,0,0,1,0,0,0,0,0,0.5000000000000001,0.8660254037844386
219,183,5400,25,124,4900,23,1,0,0,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387
220,129,7000,18,92,6900,16,1,0,0,0,0,0,0,0,1,0,0,0,-0.5000000000000004,-0.8660254037844384
221,35,1900,25,58,20000,25,1,0,0,0,0,0,0,0,0,1,0,0,0.8660254037844384,-0.5000000000000004
222,144,89000,32,118,35700,32,1,0,0,0,0,0,0,0,0,0,1,0,0.5000000000000001,0.8660254037844386
223,72,900,19,92,900,17,1,0,0,0,0,0,0,0,0,0,0,1,0.5000000000000001,0.8660254037844386
224,53,50000,12,53,46100,11,0,1,1,0,0,0,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386
225,87,100000,21,100,84600,20,0,1,0,1,0,0,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994
226,45,150000,4,62,134600,4,0,1,0,0,1,0,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994
227,121,450000,11,82,419600,10,0,1,0,0,0,1,0,0,0,0,0,0,-1.8369701987210297e-16,-1.0
228,134,400,19,98,400,18,1,0,0,0,0,0,1,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
229,191,8100,7,130,9400,7,1,0,0,0,0,0,0,1,0,0,0,0,-0.8660254037844388,-0.4999999999999997
230,35,10500,18,42,13200,17,1,0,0,0,0,0,0,0,1,0,0,0,0.8660254037844384,-0.5000000000000004
231,1,2800,3,5,15200,3,1,0,0,0,0,0,0,0,0,1,0,0,0.8660254037844387,0.49999999999999994
232,164,83000,6,171,36000,5,1,0,0,0,0,0,0,0,0,0,1,0,-0.4999999999999998,0.8660254037844387
233,60,1400,29,77,1600,29,1,0,0,0,0,0,0,0,0,0,0,1,0.5000000000000001,-0.8660254037844386
234,107,50000,10,56,63800,9,0,1,1,0,0,0,0,0,0,0,0,0,0.8660254037844387,0.49999999999999994
235,76,100000,5,25,134200,4,0,1,0,1,0,0,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386
236,134,150000,25,108,176200,24,0,1,0,0,1,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
237,34,450000,9,21,608200,8,0,1,0,0,0,1,0,0,0,0,0,0,-1.0,1.2246467991473532e-16
238,135,400,30,79,300,26,1,0,0,0,0,0,1,0,0,0,0,0,0.5000000000000001,0.8660254037844386
239,152,8100,18,173,10000,16,1,0,0,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387
